OpportunityServiceLine,ClientSector,AccountName,ProspectClientName,OpportunityName,Stage,ProbaOfWin,EffectiveOpenDate,AnticipatedWinDate,EffectiveCloseDate,OpportunityPartnerName,PursuitLeaderName,ManagedByName,PursuitTeamName,IdentifiedByName,PACEStatus,RelatedEngagements,Currency,TotalValueOfPotentialSale,TotalValueTND,OpportunitySubSL,OriginalOpportunityID,OpportunityID,MS,SSL1,Country,Region
assurance,startup,"Perez, Porter and Watson/Andrew Ortiz","Perez, Porter and Watson/Andrew Ortiz",Balanced composite policy,Won,20,2021-01-14,2023-08-27,2021-04-22 00:00:00,Karen Horne,Brian Delgado,Susan Wright%,Tyler Lee,Julie Patterson,approved,,USD,81.04385974788715,81.04385974788715,assurance,E66561080,E66561080-297,Private,Finance,Nigeria,Afrique
assurance,Technology,Davis-Mcdonald/Ellen Frost,Davis-Mcdonald/Ellen Frost,Upgradable impactful implementation,Won,5,2022-09-30,2023-10-08,2023-09-09 00:00:00,David Haley,Annette King,Cynthia Johnson%,Casey Simpson,Bobby Robinson,approved,,EUR,92.1363863394752,92.1363863394752,assurance,E66177081,E66177081-298,TMT,Audit & Governance,Portugal,Europe
consulting,Infrastructure,Holt Inc/Eric Garcia,Holt Inc/Eric Garcia,Robust transitional superstructure,Qualify,35,2022-03-24,2023-07-29,,Benjamin Harper,Lisa Oconnell,Jessica Richardson%,Dr. Casey Williams,Brenda Rice,,,USD,87.1872046655925,87.1872046655925,consulting,E66035832,E66035832-299,GPS,Sustainability,Pakistan,Asie
tax,Technology,"Montoya, Park and Wu/William Gross","Montoya, Park and Wu/William Gross",Profit-focused attitude-oriented neural-net,Declined,20,2022-07-30,2023-03-11,,Renee Henry,Roger Bradley,Nichole Koch%,Stephen Parker,Aaron Mann,,,USD,97.70770281910262,97.70770281910262,tax,E67020649,E67020649-300,TMT,International Tax Transaction Services,Comores,Afrique
assurance,Infrastructure,Johnson Ltd/Jennifer Flores,Johnson Ltd/Jennifer Flores,Enhanced transitional website,Declined,100,2021-02-12,2023-10-03,,Tammy Romero,Barry Hatfield,William Rosales%,Amanda Davis,Paige Rasmussen,,,USD,55.86961763678789,55.86961763678789,assurance,E61192144,E61192144-301,GPS,Finance,Djibouti,Afrique
consulting,Telecommunications,Edwards Ltd/Brandy Brady,Edwards Ltd/Brandy Brady,Realigned bottom-line migration,Closing,100,2021-07-22,2023-08-17,,Jonathan Flores,Jose Solis,Carol Reed%,Christopher Ward,April Young,,,USD,52.202324190346545,52.202324190346545,consulting,E66565459,E66565459-302,TMT,Technology Assurance,Burkina Faso,Afrique
assurance,Wealth & Asset Management,"Johnson, Fuller and Higgins/Nicholas White","Johnson, Fuller and Higgins/Nicholas White",Open-architected intangible artificial intelligence,Identify,15,2021-12-20,2021-02-03,,Regina Kelley,Amber Durham,Kenneth Dawson%,Tanya Kent,Daniel Brooks,,,USD,60.02001759008941,60.02001759008941,assurance,E68940823,E68940823-303,FS,Forensics,Kenya,Afrique
sat,startup,Sanders Inc/Joanna Cobb,Sanders Inc/Joanna Cobb,Integrated mission-critical infrastructure,Won,5,2022-03-12,2021-06-18,2021-09-24 00:00:00,Pedro Collins,Tyler Walker,Brandy Simpson%,Jason Silva,Kyle Fox,approved,,EUR,59.6875109089218,59.6875109089218,sat,E69644561,E69644561-304,Private,Transactions & Corporate Finance,Angleterre,Europe
consulting,Health,"Lang, Greene and Mckinney/Anthony Perkins","Lang, Greene and Mckinney/Anthony Perkins",Total foreground encoding,Won,100,2022-04-30,2023-06-15,2021-04-09 00:00:00,Adriana Erickson,Joshua Lang,Cameron Collins%,Derek Lam,Morgan Hampton,approved,,USD,51.47540229422344,51.47540229422344,consulting,E66090038,E66090038-305,GPS,Technology Assurance,Cameroun,Afrique
tax,Health,Vaughn-Martin/Zachary Mcintyre,Vaughn-Martin/Zachary Mcintyre,Triple-buffered asymmetric alliance,Closing,5,2022-01-25,2021-03-28,,Donna Sandoval,Leslie Deleon,Xavier Rowe%,Madison Mann,Jason White II,,,USD,85.18507748011424,85.18507748011424,tax,E61090698,E61090698-306,GPS,PAS,Pakistan,Asie
assurance,Media & Entertainment,"Mann, Schultz and Brooks/Katie Stephens","Mann, Schultz and Brooks/Katie Stephens",Universal client-driven function,Closing,5,2021-09-01,2022-03-10,,James Nelson,Mary Patel,Kathy Anderson%,Christopher Bass,Jennifer Gordon,,,USD,95.63137990803705,95.63137990803705,assurance,E63364221,E63364221-307,TMT,Audit & Governance,Guinée,Afrique
assurance,Telecommunications,Garcia Inc/Benjamin Williams,Garcia Inc/Benjamin Williams,Total logistical budgetary management,Identify,10,2022-10-28,2023-11-18,,Laura Simmons,Pamela Holland,Jonathan Taylor%,Jonathan Watts,Paul Nelson,,,USD,50.525218884956516,50.525218884956516,assurance,E69328603,E69328603-308,TMT,FAAS,Sao Tomé,Afrique
tax,Banking & Capital Markets,"Moore, Clark and Farmer/Robert Hill","Moore, Clark and Farmer/Robert Hill",Customer-focused asymmetric analyzer,Won,5,2022-11-09,2022-04-05,2021-10-27 00:00:00,Melissa Gray,Alyssa Simon,Alan Galloway%,Wanda Johnson,Victoria Duffy,approved,,EUR,86.0927466142023,86.0927466142023,tax,E63085993,E63085993-309,FS,GCR,Espagne,Europe
sat,Defense,Love-Berg/Thomas Singh,Love-Berg/Thomas Singh,User-friendly next generation implementation,Won,100,2022-05-27,2023-10-05,2023-06-22 00:00:00,George Wolf,Brandon Lewis,Ashley Munoz%,Greg Li,Susan Kelley,approved,,USD,54.02934180755459,54.02934180755459,sat,E66244905,E66244905-310,GPS,EY-P,Lesotho,Afrique
sat,Media & Entertainment,Davis Group/Randy Moore,Davis Group/Randy Moore,Enterprise-wide even-keeled matrix,Identify,10,2022-02-11,2022-09-01,,Mr. Michael Jackson,Philip Campbell,Laura Sullivan%,Jeremy Clark,Hannah Larsen,,,USD,68.13753415145108,68.13753415145108,sat,E61160655,E61160655-311,TMT,Transactions & Corporate Finance,République démocratique du Congo,Afrique
consulting,Technology,Newton LLC/Cory Dillon,Newton LLC/Cory Dillon,Innovative attitude-oriented access,Declined,100,2022-05-09,2021-04-28,,Martha Thomas,Brittany Lozano,Tonya Miles%,Kenneth Williams,Mrs. Amy Stewart,,,USD,98.83267022135124,98.83267022135124,consulting,E61670450,E61670450-312,TMT,Technology Assurance,Burundi,Afrique
tax,Infrastructure,Campos LLC/Nathan Fleming,Campos LLC/Nathan Fleming,Polarized client-server middleware,Identify,10,2023-05-25,2022-10-20,,Monica Glenn,Kelly Gibson,Christina Johnson%,Christopher Garcia,Lindsey Mendez,,,USD,90.27201516083645,90.27201516083645,tax,E61595161,E61595161-313,GPS,BTS,Pakistan,Asie
sat,Banking & Capital Markets,Nielsen and Sons/Andrew Boyd,Nielsen and Sons/Andrew Boyd,Digitized impactful concept,Closing,100,2021-08-25,2021-09-16,,Yolanda Williams,Robert Russell,Aaron Flores%,Amy Thomas,Eugene Smith,,,USD,86.69836584183854,86.69836584183854,sat,E69970807,E69970807-314,FS,Transactions & Corporate Finance,Algérie,Afrique
sat,Technology,Evans-Page/Nicole Roberts,Evans-Page/Nicole Roberts,Progressive zero tolerance productivity,Declined,5,2022-04-05,2022-01-18,,Ronald Clark,Courtney Gutierrez,Catherine Reyes%,Patricia Sanchez,Megan Harmon,,,EUR,96.05076167721539,96.05076167721539,sat,E63001261,E63001261-315,TMT,EY-P,Lettonie,Europe
assurance,Media & Entertainment,Arroyo Ltd/Shawn Cooper,Arroyo Ltd/Shawn Cooper,Focused global access,Closing,5,2023-02-28,2023-12-28,,Amy Jones,Maria Nguyen,Nicholas Jimenez%,Charles Hill,John Jones,,,USD,89.74843108168821,89.74843108168821,assurance,E64455468,E64455468-316,TMT,FAAS,Liban,Asie
tax,Wealth & Asset Management,Rodriguez-Solis/Brett Pitts,Rodriguez-Solis/Brett Pitts,Advanced demand-driven database,Won,5,2021-09-06,2021-10-19,2021-05-31 00:00:00,David Lane,Nicholas Bradford,Henry Blackwell%,Marie Blackwell,Robin Harris,approved,,TND,62.095433517497,62.095433517497,tax,E62318582,E62318582-317,FS,Indirect,Tunisie,Tunisia
tax,Insurance,"Jennings, Whitaker and Gibson/Holly Hernandez","Jennings, Whitaker and Gibson/Holly Hernandez",Fully-configurable optimal support,Won,100,2022-09-10,2021-04-20,2022-12-14 00:00:00,Noah Hoover,Angela Jones,Patricia Rodriguez%,Jonathan Adams,Jimmy Russo,approved,,EUR,97.36315636898978,97.36315636898978,tax,E63437320,E63437320-318,FS,BTS,Italie,Europe
tax,Defense,"Keller, Moses and Hunt/Tara Williams","Keller, Moses and Hunt/Tara Williams",Upgradable content-based parallelism,Qualify,45,2023-02-07,2021-08-13,,Hannah Taylor,Mr. William Anderson II,Brett Murray%,Ricky Graves,Mrs. Jasmin Conner MD,,,USD,70.68172278224012,70.68172278224012,tax,E66135161,E66135161-319,GPS,PAS,Djibouti,Afrique
assurance,startup,"Mcclain, Norris and Chambers/Brian Jackson","Mcclain, Norris and Chambers/Brian Jackson",Multi-channeled secondary encoding,Identify,15,2022-12-17,2022-10-11,,Matthew Anderson,Brandon Robinson,Angela Smith%,Robert Ortiz MD,Jamie Carter,,,USD,99.8210973921505,99.8210973921505,assurance,E68856777,E68856777-320,Private,Audit & Governance,Arabie saoudite,Asie
assurance,Banking & Capital Markets,Davis LLC/Anna Wolf,Davis LLC/Anna Wolf,Expanded stable hardware,Declined,100,2022-04-10,2023-07-17,,Alexandria Wilson,Michelle Cunningham,Erika Hobbs%,Mitchell Wolf,Dawn Marquez,,,USD,84.45740633617189,84.45740633617189,assurance,E66424698,E66424698-321,FS,CCaSS,Guinée,Afrique
sat,Media & Entertainment,"Smith, Ward and Hood/Anthony Garrett","Smith, Ward and Hood/Anthony Garrett",Balanced coherent alliance,Closing,5,2021-06-28,2021-11-21,,Gary Hunt,Daniel Fisher,Bradley Cruz%,Ryan Baker,Brittany Jacobs,,,EUR,97.2591616405298,97.2591616405298,sat,E63685863,E63685863-322,TMT,EY-P,Allemagne,Europe
consulting,startup,Reed LLC/Patrick Webb,Reed LLC/Patrick Webb,Front-line needs-based focus group,Declined,5,2021-11-20,2023-10-25,,Joseph Torres,Daniel Barker,Daniel Ellison%,Brian Simmons,Darlene Richardson,,,USD,63.25615132795407,63.25615132795407,consulting,E62838307,E62838307-323,Private,Risk,Sao Tomé,Afrique
sat,startup,Walter-Torres/Judy Robbins,Walter-Torres/Judy Robbins,Universal regional help-desk,Declined,20,2021-02-28,2021-11-18,,Steve Harper,David Medina,James Andrews%,Robert Ellis,Hannah Rowland,,,EUR,91.76913740620449,91.76913740620449,sat,E66389792,E66389792-324,Private,Transactions & Corporate Finance,Grèce,Europe
sat,startup,Middleton Ltd/Julie Richardson,Middleton Ltd/Julie Richardson,Operative encompassing structure,Qualify,25,2021-07-05,2022-06-04,,Marcus Hickman,Melanie Swanson,Ryan Cervantes%,Ryan Crawford,Brett Frey,,,USD,70.62618601377626,70.62618601377626,sat,E64944884,E64944884-325,Private,EY-P,Kenya,Afrique
assurance,Wealth & Asset Management,Rodriguez-Woods/Cody Gonzalez,Rodriguez-Woods/Cody Gonzalez,Total impactful framework,Pursue,70,2023-03-22,2021-06-20,,Melanie Chavez,Jimmy Brown,Amy Beard%,Shawn Parker,Caitlyn Conrad,,,USD,96.57867670525206,96.57867670525206,assurance,E68101625,E68101625-326,FS,Audit & Governance,Koweït,Asie
tax,Infrastructure,Browning-Diaz/Tracy Rivera MD,Browning-Diaz/Tracy Rivera MD,Re-engineered upward-trending structure,Identify,20,2021-09-05,2022-09-17,,Timothy Anderson,Andrew Rice,Jeffrey Dixon%,James Stevens,Rebecca Jarvis,,,USD,86.88804209828334,86.88804209828334,tax,E68712438,E68712438-327,GPS,Indirect,Mali,Afrique
tax,Media & Entertainment,Bell Group/Jennifer Craig,Bell Group/Jennifer Craig,Profound motivating customer loyalty,Pursue,65,2023-07-12,2022-01-16,,Patrick Orozco,Andrea Baker,Keith Bowen%,Ashley Harris,Julie Andrews,,,USD,74.13458342680437,74.13458342680437,tax,E68969427,E68969427-328,TMT,GCR,Congo Brazzaville,Afrique
consulting,Wealth & Asset Management,Watson LLC/Laura Jackson,Watson LLC/Laura Jackson,Multi-channeled well-modulated project,Declined,100,2021-03-10,2022-03-01,,Ann Wallace,Jake Cooper,Debra Williams%,Barry Clay,Kelly Carter,,,USD,50.85060513377263,50.85060513377263,consulting,E69534033,E69534033-329,FS,Risk,Arabie saoudite,Asie
assurance,Banking & Capital Markets,Bishop-King/Michael Collins,Bishop-King/Michael Collins,De-engineered modular artificial intelligence,Closing,75,2022-06-24,2022-11-23,,Jennifer Garcia,Robert Vaughn,Danielle Weaver%,Billy Rosales,Jamie Clayton,,,USD,79.73258349847139,79.73258349847139,assurance,E69802415,E69802415-330,FS,Finance,Djibouti,Afrique
assurance,Defense,"Phelps, Hall and Schneider/Mariah Perry","Phelps, Hall and Schneider/Mariah Perry",Extended bifurcated support,Identify,20,2022-08-16,2021-02-04,,Benjamin Boyd,Jason Davis,Nicole Kirby%,Dr. Lisa Hubbard,Ashley Mercer,,,EUR,58.23935570110548,58.23935570110548,assurance,E62259114,E62259114-331,GPS,Forensics,Pays-Bas,Europe
sat,Wealth & Asset Management,Morris and Sons/Madeline Avery,Morris and Sons/Madeline Avery,Visionary 6thgeneration encoding,Lost,100,2022-03-02,2021-04-05,,Sherry Fisher,Austin Chandler,Gabrielle Lambert%,Sean Haney,Laura Petty,,,USD,70.6049681362395,70.6049681362395,sat,E61507103,E61507103-332,FS,Transactions & Corporate Finance,Sao Tomé,Afrique
consulting,Defense,Stone Inc/Jordan Bell,Stone Inc/Jordan Bell,Devolved 24hour pricing structure,Qualify,30,2022-09-23,2023-12-05,,Jacqueline Fuller,Brian Tran,Jamie Parker%,Ryan Michael,Andrew Terry,,,EUR,69.24174648665921,69.24174648665921,consulting,E63739308,E63739308-333,GPS,Cybersecurity,Italie,Europe
tax,Banking & Capital Markets,Nguyen-Wu/Joshua Santana,Nguyen-Wu/Joshua Santana,Upgradable tangible architecture,Declined,100,2021-09-11,2021-07-15,,Caroline King,Gregory Hardy,Jonathan Sanders%,Brandon Reid,Katrina Reese,,,USD,50.9341827964214,50.9341827964214,tax,E61279582,E61279582-334,FS,Law,Algérie,Afrique
consulting,Technology,Moss-Barr/Maria Watkins,Moss-Barr/Maria Watkins,Customer-focused modular adapter,Declined,100,2023-02-26,2021-10-08,,Jay Jones,Zachary Lee,Manuel Phillips%,Elizabeth Garcia,Kathleen Skinner,,,USD,61.140902670029064,61.140902670029064,consulting,E68666748,E68666748-335,TMT,Customer & Growth,Djibouti,Afrique
sat,Health,Carroll PLC/Debra Ramos,Carroll PLC/Debra Ramos,Customer-focused composite leverage,Identify,10,2021-02-24,2021-08-15,,William Odonnell,Christopher Myers,Tiffany Wilkinson%,Clayton Moore,Henry Morales,,,USD,55.137729062056636,55.137729062056636,sat,E62548408,E62548408-336,GPS,EY-P,Égypte,Afrique
sat,Infrastructure,Davis-Powers/Shane Glenn,Davis-Powers/Shane Glenn,Implemented zero tolerance product,Lost,5,2021-02-19,2021-07-05,,Luke Smith,Diane Clark,Jeffery Strickland%,Brittany Campos,Jennifer Johnson,,,USD,52.93524872979648,52.93524872979648,sat,E65439926,E65439926-337,GPS,Transactions & Corporate Finance,Angola,Afrique
consulting,Defense,Smith LLC/Sarah Pugh,Smith LLC/Sarah Pugh,Enterprise-wide systemic benchmark,Closing,5,2023-06-22,2023-02-10,,Emma Molina,Martin Bird,Daniel Jensen%,Kimberly Lee,Jennifer Turner,,,EUR,75.11038522841137,75.11038522841137,consulting,E68213743,E68213743-338,GPS,Sustainability,Pologne,Europe
sat,Banking & Capital Markets,Ross and Sons/Ray Griffin,Ross and Sons/Ray Griffin,Reactive executive secured line,Pursue,65,2023-12-03,2022-02-17,,Marc Vasquez,Judy Dillon,Stacy Moreno%,Jackson Cortez,Cameron Hickman,,,USD,97.96965316233278,97.96965316233278,sat,E68383120,E68383120-339,FS,EY-P,Koweït,Asie
sat,Insurance,Myers-Shea/Gabriel Rowe,Myers-Shea/Gabriel Rowe,Object-based bottom-line Internet solution,Identify,10,2022-11-15,2023-09-29,,Shawn Holland,Joseph Snyder,Melvin Esparza%,Patricia Boyd,Raven Pearson,,,USD,98.08242349961378,98.08242349961378,sat,E65728776,E65728776-340,FS,EY-P,Algérie,Afrique
assurance,startup,Henderson PLC/Kathryn Meyer,Henderson PLC/Kathryn Meyer,Business-focused intermediate workforce,Identify,15,2022-07-01,2022-01-14,,John Erickson,Matthew Baker,Anthony Brown%,Rhonda Gordon,Paul Wright,,,EUR,60.604155954746616,60.604155954746616,assurance,E65829205,E65829205-341,Private,Forensics,Portugal,Europe
assurance,startup,"Reid, Byrd and Webster/Jennifer Bennett","Reid, Byrd and Webster/Jennifer Bennett",Synchronized well-modulated website,Closing,100,2022-09-26,2023-03-25,,Lisa Mason,Matthew Waters,Alexandra Russell%,William Roberts,Jennifer White,,,USD,86.77889414468083,86.77889414468083,assurance,E68999392,E68999392-342,Private,Technology Assurance,Pakistan,Asie
tax,startup,Adams-Joyce/Willie Cook,Adams-Joyce/Willie Cook,Polarized uniform infrastructure,Pursue,50,2023-11-02,2022-03-04,,Brian Smith,Jennifer Williams,Timothy Bass%,Timothy Gibson,Samuel Mccullough,,,EUR,68.26142442596141,68.26142442596141,tax,E65628791,E65628791-343,Private,Indirect,Angleterre,Europe
assurance,startup,"Edwards, Taylor and Lopez/Brian Wilkins V","Edwards, Taylor and Lopez/Brian Wilkins V",Persistent even-keeled hub,Identify,20,2022-07-10,2022-12-21,,Francisco Hall,Laura Gibson,Pamela Jackson%,Judith Dominguez,Jennifer Taylor,,,EUR,70.75007248290004,70.75007248290004,assurance,E63611834,E63611834-344,Private,Other Assurance,Belgique,Europe
assurance,Insurance,"Acosta, Garza and Kaufman/Monica Montes","Acosta, Garza and Kaufman/Monica Montes",Public-key mission-critical database,Pursue,65,2023-06-23,2022-06-09,,Tara Lee,Anita Hicks,Rebecca Medina%,Paige Fletcher,Jessica Lopez,,,USD,71.5527695955788,71.5527695955788,assurance,E61658642,E61658642-345,FS,CCaSS,Mali,Afrique
tax,Health,Garcia Inc/Kellie Aguirre,Garcia Inc/Kellie Aguirre,Inverse bifurcated protocol,Won,100,2022-07-03,2022-11-23,2022-04-02 00:00:00,Martin Hernandez,Andrea Gordon,Caitlin Clark%,Ralph Jones,Mr. Joshua Walls,approved,,USD,89.67447260323667,89.67447260323667,tax,E69981467,E69981467-346,GPS,PAS,Koweït,Asie
assurance,Banking & Capital Markets,Davis-Castillo/Jacob Tate,Davis-Castillo/Jacob Tate,Up-sized impactful protocol,Won,100,2022-01-02,2022-05-05,2023-03-27 00:00:00,Alex Stewart MD,Eric Foley,Jasmine Fitzgerald%,Amber Salas,Anne Reynolds,approved,,USD,96.39629793049471,96.39629793049471,assurance,E65888639,E65888639-347,FS,CCaSS,Kenya,Afrique
consulting,startup,"Moore, Terrell and Bell/Collin Brown","Moore, Terrell and Bell/Collin Brown",De-engineered real-time initiative,Won,5,2021-01-15,2021-08-10,2023-08-11 00:00:00,William Hill,Shawn Campbell,Kayla Smith%,Matthew Arroyo,Dr. Marissa Robbins DDS,approved,,USD,88.7303351166988,88.7303351166988,consulting,E68933747,E68933747-348,Private,Technology,Mali,Afrique
assurance,Defense,Reynolds-Erickson/Nicholas Jarvis,Reynolds-Erickson/Nicholas Jarvis,Customer-focused intangible contingency,Qualify,25,2023-12-01,2023-02-05,,Sydney Miller,Carlos Tucker,Angela Simpson%,Rodney Stokes,Randall Parsons,,,USD,89.31998159385637,89.31998159385637,assurance,E61935873,E61935873-349,GPS,Audit & Governance,Lesotho,Afrique
tax,Banking & Capital Markets,"Garcia, Cervantes and Costa/James Potter","Garcia, Cervantes and Costa/James Potter",Profit-focused client-server challenge,Qualify,25,2022-01-06,2023-04-09,,Dale Edwards,Shannon Allen,Nicholas Clark%,Amanda Olson,Robert Simpson,,,USD,76.50269293638259,76.50269293638259,tax,E63800557,E63800557-350,FS,Law,Liban,Asie
tax,startup,Andrews PLC/Cameron Weber,Andrews PLC/Cameron Weber,Synergized client-server array,Closing,5,2021-01-17,2023-07-06,,John Kramer,Rachel Whitaker,Debbie Holder%,Joseph Potter,Stephen Fuller,,,EUR,67.52127917150125,67.52127917150125,tax,E69398743,E69398743-351,Private,Law,Danemark,Europe
tax,Technology,Quinn Group/Adrian Holland,Quinn Group/Adrian Holland,Monitored object-oriented moratorium,Identify,15,2023-02-18,2022-03-22,,Joseph Jones,Haley Daniel,Alexis Orr%,Charles Jacobson,Rachel Barr,,,USD,58.83089247509447,58.83089247509447,tax,E68562958,E68562958-352,TMT,Indirect,Burundi,Afrique
assurance,Banking & Capital Markets,Riley PLC/Wyatt Oliver,Riley PLC/Wyatt Oliver,Focused demand-driven firmware,Qualify,40,2023-12-19,2022-11-01,,Deborah Vincent,Timothy Pena,Mr. Joshua Reilly%,John Haley,Danielle Harris,,,USD,61.73180812360539,61.73180812360539,assurance,E63561209,E63561209-353,FS,Finance,Guinée,Afrique
tax,Insurance,"Cobb, Smith and Padilla/Mary Jones","Cobb, Smith and Padilla/Mary Jones",Front-line full-range forecast,Closing,75,2021-08-11,2021-09-05,,Gordon Clark,David Gibson,Michele Galvan%,Jose Rodgers,Mark Vang,,,USD,88.85574210785,88.85574210785,tax,E65360473,E65360473-354,FS,Law,Djibouti,Afrique
sat,Telecommunications,Garcia PLC/Vicki Jackson,Garcia PLC/Vicki Jackson,Visionary tangible Graphical User Interface,Declined,20,2023-02-19,2022-06-10,,Brandon Herrera,Emily Marshall,Terri Williams%,Jade Harmon,Debra Bradley,,,USD,51.499731944459775,51.499731944459775,sat,E61113914,E61113914-355,TMT,Transactions & Corporate Finance,Gabon,Afrique
consulting,startup,"Jones, Montgomery and Deleon/Ricky Love","Jones, Montgomery and Deleon/Ricky Love",Cloned eco-centric Internet solution,Qualify,35,2022-08-02,2022-02-28,,Steven Hill,Kevin Gibson,Jason Woodward%,Michael Smith,Sarah Warren,,,EUR,99.30266948037125,99.30266948037125,consulting,E63589539,E63589539-356,Private,Compliance and Resilience,Danemark,Europe
sat,Insurance,Alvarez-Williamson/Bethany Dominguez,Alvarez-Williamson/Bethany Dominguez,Operative holistic archive,Lost,100,2023-02-16,2023-01-20,,Jeffrey Howe,Kelly Simpson,Gregory Riley%,Joel Wagner,Mr. Connor Campbell,,,USD,88.22542825012118,88.22542825012118,sat,E63651083,E63651083-357,FS,Transactions & Corporate Finance,République démocratique du Congo,Afrique
assurance,Wealth & Asset Management,Hernandez and Sons/Paige Mccarty,Hernandez and Sons/Paige Mccarty,Multi-layered global policy,Pursue,30,2023-10-21,2023-10-04,,Emily Pena,Phillip Mitchell,John Powers%,Brittany Mack,Michelle Becker,,,USD,79.83627457028986,79.83627457028986,assurance,E68996397,E68996397-358,FS,Forensics,Koweït,Asie
consulting,Banking & Capital Markets,"Porter, Reed and White/Angel Johnson","Porter, Reed and White/Angel Johnson",Devolved 24/7 leverage,Won,100,2021-03-29,2023-05-23,2022-11-11 00:00:00,Andrew Torres,David Chan,Angela Mcintyre%,Melissa Nguyen,Jared Solis,approved,,USD,75.4559574607055,75.4559574607055,consulting,E65498872,E65498872-359,FS,Strategy & Transformation,Nigeria,Afrique
consulting,Infrastructure,Dominguez Ltd/Heather Rogers,Dominguez Ltd/Heather Rogers,Assimilated optimizing benchmark,Identify,10,2021-09-30,2023-11-18,,Brian Salas,Joshua Jones,Tyler Villa%,Michelle Schneider,James Klein,,,EUR,54.59402289919093,54.59402289919093,consulting,E62458740,E62458740-360,GPS,Supply Chain & Operations,Lettonie,Europe
consulting,Health,"Romero, Davis and Davis/Melissa Miller","Romero, Davis and Davis/Melissa Miller",Up-sized executive architecture,Declined,5,2023-04-13,2022-01-11,,Wayne Hernandez,Kelly Fernandez,Daniel Barajas%,Barbara Gonzalez,Tracy Ross,,,USD,93.22711729960204,93.22711729960204,consulting,E66846157,E66846157-361,GPS,Sustainability,Comores,Afrique
consulting,startup,White-Rodriguez/David Lopez,White-Rodriguez/David Lopez,Multi-lateral 3rdgeneration portal,Lost,20,2023-04-06,2023-05-03,,Toni Lee,Mark Baxter,David Graves%,Sean Park,Cindy Austin,,,USD,92.71332363874494,92.71332363874494,consulting,E66727348,E66727348-362,Private,Supply Chain & Operations,Soudan,Afrique
assurance,startup,Ramirez-Mack/James Rodriguez,Ramirez-Mack/James Rodriguez,Business-focused asymmetric access,Identify,15,2021-02-05,2023-02-20,,Melanie Fowler,Wendy Gibbs,Darren Cunningham%,Mrs. Jennifer Brooks,Amanda Orozco,,,USD,58.4494713250913,58.4494713250913,assurance,E66007690,E66007690-363,Private,Forensics,Sierra Leone,Afrique
assurance,startup,"Christensen, Hoffman and Hines/Danny Wallace","Christensen, Hoffman and Hines/Danny Wallace",Focused foreground time-frame,Won,20,2022-10-29,2023-06-22,2023-05-18 00:00:00,Ashley White,Ronald Martinez,Amber Salinas%,Timothy Nguyen,Edward Snow,approved,,EUR,72.87456602792363,72.87456602792363,assurance,E63047781,E63047781-364,Private,Finance,Espagne,Europe
tax,Banking & Capital Markets,Douglas and Sons/Christopher Pierce,Douglas and Sons/Christopher Pierce,Horizontal background paradigm,Lost,5,2022-03-04,2023-08-08,,Kimberly Walker,Carla Montgomery,Chelsea Gray%,Ana Munoz,Joshua Jenkins,,,USD,51.536144647578354,51.536144647578354,tax,E64497744,E64497744-365,FS,Law,Sénégal,Afrique
sat,Insurance,"Butler, Cordova and Mcgee/Elijah Montgomery","Butler, Cordova and Mcgee/Elijah Montgomery",Multi-tiered local open system,Closing,100,2023-08-04,2022-10-22,,Michelle Jacobs,Vickie Jackson,Claire Todd%,Michael Jones,Jennifer Smith,,,EUR,61.397378203464996,61.397378203464996,sat,E61529763,E61529763-366,FS,Transactions & Corporate Finance,Danemark,Europe
assurance,Technology,Rose-Rivera/Wendy Johnson,Rose-Rivera/Wendy Johnson,Grass-roots optimal product,Pursue,50,2021-07-25,2023-09-02,,Jeffrey Campbell,Mark Andrade,Mary Buchanan%,Jordan Lopez,Anthony Lewis,,,USD,88.99479146262671,88.99479146262671,assurance,E64125812,E64125812-367,TMT,Forensics,Guinée,Afrique
assurance,Media & Entertainment,Roth and Sons/Sean Ramirez,Roth and Sons/Sean Ramirez,Synergized dedicated collaboration,Identify,10,2023-12-22,2023-08-20,,Shaun Green,Chelsea Barrett,Marissa Martin%,Jamie Gibson,Kristi Ford,,,EUR,94.44021210484786,94.44021210484786,assurance,E62217253,E62217253-368,TMT,FAAS,Lettonie,Europe
tax,startup,Shelton-Harris/Thomas Jackson,Shelton-Harris/Thomas Jackson,User-centric content-based pricing structure,Lost,100,2023-08-28,2022-10-19,,Jennifer Donovan,Jon Aguilar,Andrew Nash%,Steve Stephens,Mark Fischer,,,USD,57.92860681849271,57.92860681849271,tax,E61242225,E61242225-369,Private,GCR,Mali,Afrique
consulting,startup,Nelson-Quinn/Casey Hart,Nelson-Quinn/Casey Hart,Multi-lateral exuding monitoring,Declined,5,2022-12-23,2022-10-31,,Stephanie Schroeder,Jessica Schultz,Richard Fry%,Wendy Johnson,Michelle Gonzalez PhD,,,EUR,58.23484224363533,58.23484224363533,consulting,E67832197,E67832197-370,Private,Technology Assurance,Suisse,Europe
sat,startup,"Kaiser, Little and Caldwell/Wesley Morse","Kaiser, Little and Caldwell/Wesley Morse",Adaptive methodical projection,Closing,100,2021-03-15,2023-10-04,,Ethan Campbell,Stephanie Richardson,Barbara Smith%,Ann Graham,Melissa Smith,,,USD,64.62231128837472,64.62231128837472,sat,E61372561,E61372561-371,Private,Transactions & Corporate Finance,Guinée,Afrique
